CODCLI,ESPECIE,PORTE,IDADE,REPRESENTACAO
301627,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01115%
268558,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00062%
318231,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00526%
15695,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00325%
16160,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.01037%
14114,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01006%
318092,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE,0.00898%
308009,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00155%
313036,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00217%
305620,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00108%
308349,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00325%
318682,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
13772,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00232%
270063,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00217%
266857,CÃES,MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00031%
32512,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00465%
319068,CÃES,PEQUENO,ADULTO,0.00186%
310651,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00372%
313717,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00201%
317723,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00836%
19462,CÃES,PEQUENO,ADULTO,0.00356%
22172,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.01037%
33827,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00356%
55668,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00434%
28485,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00139%
316518,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00465%
28637,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00201%
14029,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00341%
320277,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00418%
310672,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00805%
308355,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00155%
320284,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00170%
320395,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00418%
308407,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00279%
22041,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00310%
57915,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00743%
63928,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
19839,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.02230%
320060,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00465%
61666,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00279%
56062,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
313283,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
374,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.03174%
318228,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00449%
323630,CÃES,PEQUENO,ADULTO,0.00062%
314907,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00728%
11543,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR,0.00046%
317784,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00310%
323810,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00062%
318346,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00248%
18651,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00666%
323923,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
65006,CÃES,PEQUENO,ADULTO,0.00108%
59758,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00542%
21591,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
311946,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.01734%
267476,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.04103%
315357,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01440%
57402,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
324549,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00031%
28441,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00062%
63794,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00465%
324580,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00170%
62059,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00139%
324882,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00743%
56297,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.01006%
13404,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO|SÊNIOR,0.00619%
55769,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00155%
25224,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00434%
324598,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00341%
16946,CÃES,MÉDIO,ADULTO,0.00588%
308401,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00124%
30472,CÃES,PEQUENO,ADULTO,0.00139%
301773,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.02323%
399,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.02911%
58041,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00372%
325582,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00031%
33575,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
13636,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00062%
309777,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01161%
313612,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,0.01827%
271467,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00294%
62505,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00341%
62653,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
13639,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00403%
57687,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.02601%
325811,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
306778,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
64804,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00418%
17200,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00418%
312708,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01130%
324304,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00263%
21895,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01285%
326083,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00031%
325422,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00186%
326135,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
326470,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
301946,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01223%
326467,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00170%
13608,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00186%
33305,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00108%
266640,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00279%
266995,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00341%
19468,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00743%
59576,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00139%
315309,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00372%
20366,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01130%
17686,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.02834%
33650,CÃES|GATOS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR,0.00046%
327234,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
268365,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01595%
327610,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00124%
319116,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO|SÊNIOR,0.00139%
308479,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00310%
308803,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00372%
17193,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00821%
63561,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00526%
63296,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00635%
56303,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.00077%
318338,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00155%
327965,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00108%
62835,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00124%
33530,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00341%
270184,CÃES,MÉDIO|GRANDE,ADULTO,0.00356%
16825,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00263%
268319,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00263%
328392,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00294%
32583,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00403%
15796,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.02307%
30380,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00588%
65042,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01688%
309618,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00294%
326919,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00046%
13478,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01239%
318095,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00619%
316880,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00434%
307641,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
301524,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00526%
30488,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE,0.00062%
327139,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00077%
301840,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00248%
61587,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00372%
320381,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01332%
318143,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.04785%
14449,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.00046%
19487,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00805%
63210,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
329628,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
313410,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01146%
314758,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00542%
20399,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00495%
25813,GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00821%
329744,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00155%
18424,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00774%
18468,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00805%
323982,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
314886,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00046%
15950,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.02710%
302605,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
295210,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00124%
308824,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.05605%
330383,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00139%
13346,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00108%
317780,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01517%
33579,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
330260,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
330379,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
329665,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00201%
311890,CÃES,PEQUENO,ADULTO,0.00232%
330088,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00418%
330780,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
310493,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01192%
312345,CÃES,PEQUENO,ADULTO,0.00139%
4124,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00573%
307783,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00511%
327063,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00139%
17677,CÃES|GATOS,MÉDIO|GRANDE|GIGANTE,ADULTO|SÊNIOR,0.00031%
307896,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01239%
328835,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00263%
57938,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00805%
15998,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00170%
331092,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00108%
312590,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00046%
308979,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00557%
25438,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01564%
331296,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00031%
331307,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00031%
309267,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00356%
12830,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00108%
324129,CÃES,PEQUENO,SÊNIOR,0.01192%
330393,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00046%
331212,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
321099,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
15772,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00511%
267037,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00108%
30425,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
317567,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00294%
331549,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00062%
328125,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00108%
305389,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
317688,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00387%
271018,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00929%
326290,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00124%
22411,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00310%
305283,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00170%
320896,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00108%
329276,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00186%
305312,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
331674,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00093%
308070,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00170%
331905,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00062%
318511,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00108%
268180,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00403%
58219,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01905%
317508,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00232%
330809,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00093%
332378,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00046%
55840,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.00217%
332525,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
33151,CÃES,PEQUENO,ADULTO,0.00170%
57385,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00186%
18749,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00186%
332451,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00015%
61414,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01440%
330117,CÃES,MÉDIO|GRANDE,FILHOTE,0.00093%
332730,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
266396,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00108%
315400,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.01099%
18547,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.05946%
305797,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00341%
3589,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.04305%
305961,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00077%
14066,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00573%
308659,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00356%
329029,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00573%
13242,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00232%
331064,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00263%
13579,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01084%
19180,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00852%
59903,GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00867%
17176,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,0.00217%
301301,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00124%
324267,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01037%
325192,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,0.00155%
57464,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00170%
318862,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00372%
58109,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00170%
318282,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00263%
58337,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.00480%
55843,CÃES,PEQUENO|MÉDIO|GRANDE,ADULTO,0.00341%
326634,CÃES,PEQUENO,FILHOTE,0.00434%
326854,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01827%
18370,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,0.01378%
312835,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00991%
13421,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00310%
309358,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00139%
325992,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00263%
334357,CÃES|GATOS,PEQUENO|MÉDIO|GRANDE,ADULTO|SÊNIOR,0.00232%
59901,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01130%
316926,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.00542%
312198,CÃES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,0.01347%
