CODCLI,REPRESENTACAO
328207,0.00263%
325968,0.00263%
64190,0.00263%
310059,0.00263%
328839,0.00263%
301403,0.00263%
320783,0.00263%
309767,0.00263%
64157,0.00263%
305337,0.00263%
317546,0.00263%
13792,0.00263%
25267,0.00263%
267170,0.00263%
302735,0.00263%
330147,0.00263%
325328,0.00263%
14117,0.00263%
270291,0.00263%
324445,0.00263%
330455,0.00263%
312674,0.00263%
33628,0.00263%
331285,0.00263%
309549,0.00263%
64610,0.00263%
310070,0.00263%
32679,0.00263%
326416,0.00263%
326359,0.00263%
25436,0.00263%
313577,0.00263%
312051,0.00263%
14261,0.00263%
307265,0.00263%
319204,0.00263%
18045,0.00263%
14319,0.00263%
269731,0.00263%
329601,0.00263%
328533,0.00263%
320958,0.00263%
30463,0.00263%
317166,0.00263%
325297,0.00263%
16071,0.00263%
22719,0.00263%
317407,0.00263%
20340,0.00263%
331969,0.00263%
329204,0.00263%
302390,0.00263%
329375,0.00263%
24847,0.00263%
319443,0.00263%
21441,0.00263%
323639,0.00263%
309508,0.00263%
61893,0.00263%
320213,0.00263%
324491,0.00263%
55601,0.00263%
63673,0.00263%
270538,0.00263%
318639,0.00263%
307889,0.00263%
328467,0.00263%
313324,0.00263%
307598,0.00263%
320379,0.00263%
295186,0.00263%
308263,0.00263%
316731,0.00263%
315030,0.00263%
331077,0.00263%
307711,0.00263%
320853,0.00263%
28506,0.00263%
331079,0.00263%
321323,0.00263%
295191,0.00263%
328694,0.00263%
317641,0.00263%
301221,0.00263%
319811,0.00263%
318625,0.00263%
306312,0.00263%
314987,0.00263%
270265,0.00263%
314257,0.00263%
319126,0.00263%
270382,0.00263%
333436,0.00263%
317363,0.00263%
307410,0.00263%
309843,0.00263%
56029,0.00263%
19091,0.00263%
309415,0.00263%
25416,0.00263%
324899,0.00263%
312039,0.00263%
329084,0.00263%
333009,0.00263%
325781,0.00263%
21690,0.00263%
334177,0.00263%
267281,0.00263%
64657,0.00263%
306775,0.00263%
323538,0.00263%
314630,0.00263%
318877,0.00263%
332498,0.00263%
327900,0.00263%
310079,0.00263%
305637,0.00263%
326266,0.00263%
318452,0.00263%
268164,0.00263%
305419,0.00263%
325651,0.00263%
18358,0.00263%
332900,0.00263%
325223,0.00263%
308769,0.00263%
305933,0.00263%
332202,0.00263%
22612,0.00263%
329389,0.00263%
316828,0.00263%
60018,0.00263%
6482,0.00263%
19795,0.00263%
318420,0.00263%
313552,0.00263%
329526,0.00263%
327935,0.00263%
331552,0.00263%
320652,0.00263%
25965,0.00263%
315278,0.00263%
301156,0.00263%
20541,0.00263%
323708,0.00263%
319462,0.00263%
12746,0.00263%
20935,0.00263%
333539,0.00263%
331878,0.00263%
331717,0.00263%
317731,0.00263%
57877,0.00263%
325556,0.00263%
64503,0.00263%
325656,0.00263%
319435,0.00263%
20777,0.00263%
313935,0.00263%
17081,0.00263%
63688,0.00263%
319686,0.00263%
268258,0.00263%
57944,0.00263%
267491,0.00263%
32510,0.00263%
270162,0.00263%
64680,0.00263%
22785,0.00263%
21204,0.00263%
269692,0.00263%
13412,0.00263%
329908,0.00263%
325117,0.00263%
310267,0.00263%
308380,0.00263%
326906,0.00263%
330119,0.00263%
313393,0.00263%
308686,0.00263%
56275,0.00263%
330877,0.00263%
269482,0.00263%
14271,0.00263%
325388,0.00263%
326249,0.00263%
310060,0.00263%
333122,0.00263%
315360,0.00263%
328802,0.00263%
328797,0.00263%
56042,0.00263%
269603,0.00263%
324650,0.00263%
269583,0.00263%
305618,0.00263%
320234,0.00263%
326760,0.00263%
301280,0.00263%
329412,0.00263%
328282,0.00263%
311933,0.00263%
26309,0.00263%
302165,0.00263%
309453,0.00263%
13624,0.00263%
63977,0.00263%
33571,0.00263%
13654,0.00263%
270122,0.00263%
317851,0.00263%
329004,0.00263%
331528,0.00263%
319931,0.00263%
302075,0.00263%
16855,0.00263%
320740,0.00263%
315194,0.00263%
305606,0.00263%
15941,0.00263%
25025,0.00263%
301940,0.00263%
331534,0.00263%
22098,0.00263%
322532,0.00263%
312994,0.00263%
332070,0.00263%
323632,0.00263%
270888,0.00263%
310034,0.00263%
308318,0.00263%
318470,0.00263%
315988,0.00263%
319995,0.00263%
329950,0.00263%
312908,0.00263%
325895,0.00263%
325189,0.00263%
326069,0.00263%
57960,0.00263%
57462,0.00263%
33841,0.00263%
64075,0.00263%
59839,0.00263%
328833,0.00263%
268322,0.00263%
16742,0.00263%
25885,0.00263%
324156,0.00263%
322419,0.00263%
330606,0.00263%
323900,0.00263%
312513,0.00263%
13839,0.00263%
310320,0.00263%
271266,0.00263%
318505,0.00263%
59382,0.00263%
314997,0.00263%
62349,0.00263%
316548,0.00263%
328317,0.00263%
321006,0.00263%
324424,0.00263%
63472,0.00263%
65285,0.00263%
59848,0.00263%
13956,0.00263%
21917,0.00263%
327919,0.00248%
324722,0.00248%
301453,0.00248%
333644,0.00248%
306406,0.00248%
329925,0.00248%
17137,0.00248%
14381,0.00248%
22558,0.00248%
19738,0.00248%
324118,0.00248%
315089,0.00248%
25460,0.00248%
25769,0.00248%
14243,0.00248%
324926,0.00248%
18898,0.00248%
62261,0.00248%
20643,0.00248%
55533,0.00248%
62776,0.00248%
308145,0.00248%
307200,0.00248%
267535,0.00248%
327629,0.00248%
267265,0.00248%
20767,0.00248%
309714,0.00248%
319899,0.00248%
314099,0.00248%
318346,0.00248%
301840,0.00248%
329554,0.00248%
312940,0.00248%
15780,0.00248%
317576,0.00248%
15624,0.00248%
62782,0.00248%
62797,0.00248%
308412,0.00248%
19321,0.00248%
312132,0.00248%
57927,0.00248%
328169,0.00248%
20304,0.00248%
16062,0.00248%
57694,0.00248%
394,0.00248%
331936,0.00248%
269827,0.00248%
314368,0.00248%
302412,0.00248%
314733,0.00248%
330063,0.00248%
324953,0.00248%
306621,0.00248%
319737,0.00248%
324042,0.00248%
17865,0.00248%
4281,0.00248%
306011,0.00248%
25251,0.00248%
25519,0.00248%
22501,0.00248%
312093,0.00248%
309400,0.00248%
327081,0.00248%
309047,0.00248%
13978,0.00248%
25103,0.00248%
267163,0.00248%
267444,0.00248%
59574,0.00248%
317813,0.00248%
20441,0.00248%
308389,0.00248%
270923,0.00248%
63837,0.00248%
19561,0.00248%
309093,0.00248%
269981,0.00248%
21009,0.00248%
270264,0.00248%
25110,0.00248%
325057,0.00248%
17056,0.00248%
309342,0.00248%
319986,0.00248%
325381,0.00248%
330320,0.00248%
305941,0.00248%
333033,0.00248%
329734,0.00248%
14054,0.00248%
25696,0.00248%
22198,0.00248%
310645,0.00248%
266375,0.00248%
64023,0.00248%
332742,0.00248%
318599,0.00248%
61853,0.00248%
302870,0.00248%
327467,0.00248%
326253,0.00248%
319948,0.00248%
301942,0.00248%
25287,0.00248%
32491,0.00248%
318388,0.00248%
330446,0.00248%
328852,0.00248%
330159,0.00248%
33540,0.00248%
301772,0.00248%
58229,0.00248%
317274,0.00248%
302218,0.00248%
24695,0.00248%
313767,0.00248%
316532,0.00248%
17825,0.00248%
267732,0.00248%
271013,0.00248%
16884,0.00248%
317732,0.00248%
320494,0.00248%
24851,0.00248%
302657,0.00248%
329216,0.00248%
17917,0.00248%
55500,0.00248%
305565,0.00248%
307340,0.00248%
296,0.00248%
329175,0.00248%
18148,0.00248%
4341,0.00248%
323965,0.00248%
333091,0.00248%
320539,0.00248%
63856,0.00248%
17542,0.00248%
7004,0.00248%
307327,0.00248%
329244,0.00248%
331982,0.00248%
305642,0.00248%
19746,0.00248%
315489,0.00248%
308550,0.00248%
333079,0.00248%
63250,0.00248%
320115,0.00248%
15960,0.00248%
58244,0.00248%
301706,0.00248%
317409,0.00248%
61451,0.00248%
314552,0.00248%
61583,0.00248%
319872,0.00248%
306627,0.00248%
21309,0.00248%
63215,0.00248%
28686,0.00248%
331933,0.00248%
333292,0.00248%
326504,0.00248%
325729,0.00248%
313192,0.00248%
328313,0.00248%
313474,0.00248%
326779,0.00248%
301621,0.00248%
318831,0.00248%
13902,0.00248%
320516,0.00248%
326558,0.00248%
21284,0.00248%
310146,0.00248%
307842,0.00248%
22653,0.00248%
314173,0.00248%
318557,0.00248%
33105,0.00248%
307719,0.00248%
9389,0.00248%
324217,0.00248%
267283,0.00248%
19827,0.00248%
316924,0.00248%
17208,0.00248%
14438,0.00248%
57487,0.00248%
330219,0.00248%
269684,0.00248%
59748,0.00248%
332215,0.00248%
318672,0.00248%
315527,0.00248%
14269,0.00248%
30359,0.00248%
266959,0.00248%
305837,0.00248%
328827,0.00248%
269757,0.00248%
57918,0.00248%
33039,0.00248%
28630,0.00248%
3807,0.00248%
319905,0.00248%
55628,0.00248%
307577,0.00248%
323750,0.00248%
328165,0.00248%
318222,0.00248%
17808,0.00248%
317240,0.00248%
19397,0.00248%
331734,0.00248%
328058,0.00248%
324343,0.00248%
301873,0.00248%
308038,0.00248%
330086,0.00248%
269377,0.00248%
302744,0.00248%
320156,0.00248%
318435,0.00248%
320868,0.00248%
331414,0.00248%
331189,0.00248%
18566,0.00248%
315923,0.00248%
314622,0.00248%
318123,0.00248%
315079,0.00248%
302694,0.00248%
327125,0.00248%
321719,0.00248%
26234,0.00248%
308652,0.00248%
20636,0.00248%
15955,0.00248%
266743,0.00248%
319595,0.00248%
318597,0.00248%
58317,0.00248%
17277,0.00248%
319516,0.00248%
333739,0.00248%
305254,0.00248%
3276,0.00248%
330794,0.00248%
328249,0.00248%
329944,0.00248%
328837,0.00248%
315367,0.00248%
58027,0.00248%
33590,0.00248%
318389,0.00248%
266448,0.00248%
326443,0.00248%
313563,0.00248%
325929,0.00248%
2499,0.00248%
316484,0.00248%
318493,0.00248%
323541,0.00248%
307831,0.00248%
319662,0.00248%
318094,0.00248%
309757,0.00248%
320840,0.00248%
308078,0.00248%
322906,0.00248%
316649,0.00248%
320530,0.00248%
309315,0.00248%
331562,0.00248%
22689,0.00248%
19450,0.00248%
331437,0.00248%
328012,0.00248%
309104,0.00248%
266594,0.00248%
323889,0.00248%
327975,0.00248%
324271,0.00248%
28457,0.00248%
3935,0.00248%
303212,0.00248%
320818,0.00248%
320716,0.00248%
313271,0.00248%
21129,0.00248%
14598,0.00248%
324480,0.00248%
325391,0.00248%
332284,0.00248%
58153,0.00248%
309694,0.00248%
327570,0.00248%
13384,0.00248%
324544,0.00248%
24656,0.00248%
324356,0.00248%
15764,0.00248%
266458,0.00248%
324033,0.00248%
329091,0.00248%
324702,0.00248%
327210,0.00248%
331057,0.00248%
267696,0.00248%
57495,0.00248%
306195,0.00248%
62374,0.00248%
19308,0.00248%
324872,0.00248%
59902,0.00248%
327886,0.00248%
271603,0.00248%
22056,0.00248%
327154,0.00248%
195,0.00248%
319687,0.00248%
25398,0.00248%
324323,0.00248%
323550,0.00248%
28451,0.00248%
20275,0.00248%
321185,0.00248%
320232,0.00248%
327395,0.00248%
16245,0.00248%
325034,0.00248%
312318,0.00248%
13308,0.00248%
13239,0.00248%
315474,0.00248%
19212,0.00248%
330188,0.00248%
320874,0.00248%
309982,0.00248%
309892,0.00248%
329228,0.00248%
13915,0.00248%
310674,0.00248%
324902,0.00248%
17109,0.00248%
323727,0.00248%
319914,0.00248%
326080,0.00248%
270038,0.00248%
319081,0.00248%
332263,0.00248%
331388,0.00248%
270408,0.00248%
270604,0.00248%
317451,0.00248%
323567,0.00248%
19575,0.00248%
63145,0.00248%
17859,0.00248%
305820,0.00248%
306818,0.00248%
327994,0.00248%
318955,0.00248%
314731,0.00248%
21412,0.00248%
30483,0.00248%
321260,0.00248%
328172,0.00248%
271281,0.00248%
19424,0.00248%
316826,0.00248%
24821,0.00248%
312709,0.00248%
312247,0.00248%
326175,0.00248%
314380,0.00248%
318473,0.00248%
327497,0.00248%
316572,0.00248%
321264,0.00248%
316957,0.00248%
271641,0.00248%
325470,0.00248%
329011,0.00248%
269463,0.00248%
318936,0.00248%
21608,0.00248%
28417,0.00248%
328568,0.00248%
325272,0.00248%
314729,0.00248%
320921,0.00248%
17996,0.00248%
62006,0.00248%
319702,0.00248%
331419,0.00248%
33781,0.00248%
324920,0.00248%
314462,0.00248%
19430,0.00248%
328055,0.00248%
328146,0.00248%
62444,0.00248%
306073,0.00248%
325844,0.00248%
330089,0.00248%
324300,0.00248%
328785,0.00232%
62983,0.00232%
319615,0.00232%
308268,0.00232%
266970,0.00232%
319043,0.00232%
14615,0.00232%
307493,0.00232%
268378,0.00232%
303335,0.00232%
324103,0.00232%
317320,0.00232%
325267,0.00232%
330406,0.00232%
319992,0.00232%
320644,0.00232%
302354,0.00232%
17578,0.00232%
18188,0.00232%
327565,0.00232%
13772,0.00232%
311890,0.00232%
317508,0.00232%
13242,0.00232%
334357,0.00232%
25181,0.00232%
313049,0.00232%
318528,0.00232%
319728,0.00232%
329936,0.00232%
316981,0.00232%
317863,0.00232%
317785,0.00232%
269814,0.00232%
312418,0.00232%
62878,0.00232%
59677,0.00232%
28399,0.00232%
21999,0.00232%
317532,0.00232%
325332,0.00232%
25086,0.00232%
19522,0.00232%
16516,0.00232%
16882,0.00232%
319109,0.00232%
327519,0.00232%
57978,0.00232%
15565,0.00232%
318177,0.00232%
33803,0.00232%
21626,0.00232%
32942,0.00232%
18996,0.00232%
16637,0.00232%
32800,0.00232%
268027,0.00232%
307232,0.00232%
330591,0.00232%
58201,0.00232%
309309,0.00232%
314268,0.00232%
314229,0.00232%
316716,0.00232%
24661,0.00232%
320971,0.00232%
266852,0.00232%
61641,0.00232%
271443,0.00232%
17904,0.00232%
58048,0.00232%
62879,0.00232%
18465,0.00232%
3189,0.00232%
30421,0.00232%
24799,0.00232%
3264,0.00232%
267462,0.00232%
326353,0.00232%
63656,0.00232%
268547,0.00232%
6750,0.00232%
324052,0.00232%
19209,0.00232%
317218,0.00232%
330120,0.00232%
64543,0.00232%
312311,0.00232%
302796,0.00232%
266914,0.00232%
313918,0.00232%
317970,0.00232%
16094,0.00232%
318147,0.00232%
318961,0.00232%
64797,0.00232%
64069,0.00232%
317427,0.00232%
269963,0.00232%
15935,0.00232%
15929,0.00232%
301386,0.00232%
16584,0.00232%
28688,0.00232%
324224,0.00232%
308442,0.00232%
324996,0.00232%
302042,0.00232%
270381,0.00232%
332127,0.00232%
313656,0.00232%
305893,0.00232%
331770,0.00232%
16641,0.00232%
323704,0.00232%
305615,0.00232%
317475,0.00232%
267513,0.00232%
310242,0.00232%
15989,0.00232%
268359,0.00232%
301291,0.00232%
323775,0.00232%
317640,0.00232%
323845,0.00232%
331512,0.00232%
324010,0.00232%
18104,0.00232%
17366,0.00232%
318656,0.00232%
319804,0.00232%
20868,0.00232%
317594,0.00232%
301705,0.00232%
269729,0.00232%
62160,0.00232%
310350,0.00232%
328665,0.00232%
317547,0.00232%
59845,0.00232%
62152,0.00232%
58195,0.00232%
320420,0.00232%
302361,0.00232%
309472,0.00232%
332567,0.00232%
455,0.00232%
62402,0.00232%
327991,0.00232%
308360,0.00232%
271317,0.00232%
318193,0.00232%
33791,0.00232%
57995,0.00232%
20253,0.00232%
14067,0.00232%
58329,0.00232%
319647,0.00232%
319470,0.00232%
314694,0.00232%
314016,0.00232%
326627,0.00232%
57740,0.00232%
266441,0.00232%
312725,0.00232%
313160,0.00232%
306760,0.00232%
313185,0.00232%
318767,0.00232%
266856,0.00232%
325429,0.00232%
302296,0.00232%
267910,0.00232%
308713,0.00232%
267889,0.00232%
308137,0.00232%
330400,0.00232%
57563,0.00232%
63226,0.00232%
316417,0.00232%
329843,0.00232%
268199,0.00232%
324351,0.00232%
21548,0.00232%
318932,0.00232%
312413,0.00232%
11741,0.00232%
28684,0.00232%
308022,0.00232%
309357,0.00232%
306345,0.00232%
19506,0.00232%
308213,0.00232%
330632,0.00232%
327329,0.00232%
324273,0.00232%
331213,0.00232%
326180,0.00232%
327655,0.00232%
325137,0.00232%
332594,0.00232%
310046,0.00232%
271341,0.00232%
326502,0.00232%
328300,0.00232%
62739,0.00232%
307670,0.00232%
316508,0.00232%
308086,0.00232%
331274,0.00232%
327673,0.00232%
21133,0.00232%
20133,0.00232%
57425,0.00232%
315927,0.00232%
61566,0.00232%
323573,0.00232%
33034,0.00232%
331664,0.00232%
58304,0.00232%
64891,0.00232%
319532,0.00232%
327553,0.00232%
313083,0.00232%
314461,0.00232%
327710,0.00232%
307644,0.00232%
16006,0.00232%
58301,0.00232%
57454,0.00232%
324526,0.00232%
324597,0.00232%
327980,0.00232%
268462,0.00232%
270071,0.00232%
331247,0.00232%
2910,0.00232%
318824,0.00232%
309365,0.00232%
17831,0.00232%
16221,0.00232%
323846,0.00232%
327273,0.00232%
55899,0.00232%
21703,0.00232%
268119,0.00232%
328740,0.00232%
307128,0.00232%
327423,0.00232%
326174,0.00232%
57962,0.00232%
329358,0.00232%
333157,0.00232%
328337,0.00232%
19428,0.00232%
332140,0.00232%
330346,0.00232%
331653,0.00232%
19668,0.00232%
330729,0.00232%
316528,0.00232%
64654,0.00232%
62544,0.00232%
314331,0.00232%
330782,0.00232%
33338,0.00232%
324426,0.00232%
320290,0.00232%
314211,0.00232%
320506,0.00232%
21763,0.00232%
13358,0.00232%
25321,0.00232%
305351,0.00232%
30410,0.00232%
323673,0.00232%
16749,0.00232%
267559,0.00232%
317992,0.00232%
25269,0.00232%
20824,0.00232%
18430,0.00232%
318288,0.00232%
28447,0.00232%
331726,0.00232%
306407,0.00232%
332231,0.00232%
21322,0.00232%
320399,0.00232%
305262,0.00232%
318920,0.00232%
268357,0.00232%
332404,0.00232%
307677,0.00232%
320990,0.00232%
271296,0.00232%
320674,0.00232%
313743,0.00232%
320653,0.00232%
327345,0.00232%
325798,0.00232%
58350,0.00232%
63865,0.00232%
310177,0.00232%
26345,0.00232%
13928,0.00232%
62511,0.00232%
307391,0.00232%
306495,0.00232%
327142,0.00232%
327590,0.00232%
325474,0.00232%
319313,0.00232%
314384,0.00232%
307650,0.00232%
13926,0.00232%
332591,0.00232%
312370,0.00232%
18143,0.00232%
28670,0.00232%
268204,0.00232%
305372,0.00232%
308319,0.00232%
315033,0.00232%
63830,0.00232%
319360,0.00232%
316887,0.00232%
306489,0.00232%
325909,0.00232%
320523,0.00232%
62873,0.00232%
330585,0.00232%
318562,0.00232%
314929,0.00232%
331793,0.00232%
64057,0.00232%
325242,0.00232%
270603,0.00232%
33060,0.00232%
318948,0.00232%
326373,0.00232%
325171,0.00232%
312412,0.00232%
266385,0.00232%
330418,0.00232%
333022,0.00232%
327214,0.00232%
309696,0.00232%
321191,0.00232%
325649,0.00232%
325374,0.00232%
320956,0.00232%
328289,0.00232%
326765,0.00232%
3373,0.00232%
316727,0.00232%
308030,0.00232%
17069,0.00232%
17164,0.00232%
58436,0.00232%
328964,0.00232%
333064,0.00232%
59602,0.00232%
330598,0.00232%
271350,0.00232%
56014,0.00232%
319268,0.00232%
313132,0.00232%
14472,0.00232%
59384,0.00232%
16055,0.00232%
321091,0.00232%
14457,0.00232%
13047,0.00232%
325456,0.00232%
317223,0.00232%
329102,0.00232%
314090,0.00232%
328856,0.00232%
22661,0.00232%
325628,0.00232%
318453,0.00232%
267052,0.00232%
333039,0.00232%
330628,0.00232%
312999,0.00232%
59383,0.00232%
20648,0.00232%
312932,0.00232%
7294,0.00232%
323659,0.00232%
270225,0.00232%
16554,0.00232%
325110,0.00232%
323755,0.00232%
17913,0.00232%
320322,0.00232%
332415,0.00232%
332155,0.00232%
20364,0.00232%
16265,0.00232%
321327,0.00232%
21698,0.00232%
317814,0.00232%
305935,0.00232%
305668,0.00232%
326568,0.00232%
310755,0.00232%
331426,0.00232%
267448,0.00232%
269654,0.00232%
331430,0.00232%
318443,0.00232%
310541,0.00232%
320593,0.00232%
326977,0.00232%
267007,0.00232%
20412,0.00232%
324197,0.00232%
321039,0.00232%
33549,0.00232%
330978,0.00232%
320323,0.00232%
319799,0.00232%
15768,0.00232%
55768,0.00232%
307042,0.00232%
317014,0.00232%
310555,0.00232%
331173,0.00232%
317739,0.00232%
15698,0.00232%
305857,0.00232%
313558,0.00232%
25948,0.00232%
3765,0.00232%
328757,0.00232%
18254,0.00232%
328028,0.00232%
330471,0.00232%
307357,0.00232%
329998,0.00232%
329319,0.00232%
332897,0.00232%
317854,0.00217%
331386,0.00217%
332888,0.00217%
270365,0.00217%
16012,0.00217%
24887,0.00217%
301569,0.00217%
308716,0.00217%
57504,0.00217%
309459,0.00217%
319885,0.00217%
266419,0.00217%
13375,0.00217%
313340,0.00217%
64927,0.00217%
306243,0.00217%
330924,0.00217%
61942,0.00217%
59563,0.00217%
15938,0.00217%
332075,0.00217%
331569,0.00217%
318971,0.00217%
307957,0.00217%
33671,0.00217%
323954,0.00217%
62626,0.00217%
327692,0.00217%
329128,0.00217%
316590,0.00217%
25650,0.00217%
313036,0.00217%
270063,0.00217%
55840,0.00217%
17176,0.00217%
12241,0.00217%
62590,0.00217%
25727,0.00217%
329140,0.00217%
317861,0.00217%
327318,0.00217%
15636,0.00217%
33643,0.00217%
305427,0.00217%
317619,0.00217%
312044,0.00217%
64317,0.00217%
63805,0.00217%
326498,0.00217%
316565,0.00217%
314748,0.00217%
62387,0.00217%
323800,0.00217%
64875,0.00217%
266484,0.00217%
307317,0.00217%
64682,0.00217%
271251,0.00217%
307807,0.00217%
19699,0.00217%
57643,0.00217%
28695,0.00217%
267375,0.00217%
319013,0.00217%
32665,0.00217%
308606,0.00217%
330671,0.00217%
303385,0.00217%
24719,0.00217%
313391,0.00217%
16728,0.00217%
319048,0.00217%
303271,0.00217%
17629,0.00217%
319910,0.00217%
58342,0.00217%
323566,0.00217%
310613,0.00217%
325282,0.00217%
14159,0.00217%
318362,0.00217%
21025,0.00217%
62184,0.00217%
12147,0.00217%
20283,0.00217%
19719,0.00217%
28749,0.00217%
327359,0.00217%
325002,0.00217%
318363,0.00217%
13561,0.00217%
33900,0.00217%
26221,0.00217%
64773,0.00217%
57749,0.00217%
320581,0.00217%
63841,0.00217%
267899,0.00217%
33852,0.00217%
328625,0.00217%
267861,0.00217%
314492,0.00217%
328108,0.00217%
13044,0.00217%
318908,0.00217%
270589,0.00217%
328574,0.00217%
24644,0.00217%
58131,0.00217%
318861,0.00217%
320949,0.00217%
317136,0.00217%
271082,0.00217%
18120,0.00217%
328973,0.00217%
20750,0.00217%
26264,0.00217%
320486,0.00217%
20473,0.00217%
25882,0.00217%
301655,0.00217%
310134,0.00217%
28527,0.00217%
324168,0.00217%
15920,0.00217%
312839,0.00217%
58385,0.00217%
305794,0.00217%
318718,0.00217%
6815,0.00217%
63156,0.00217%
331739,0.00217%
330711,0.00217%
309528,0.00217%
20743,0.00217%
32953,0.00217%
333499,0.00217%
2106,0.00217%
326413,0.00217%
18735,0.00217%
329073,0.00217%
64401,0.00217%
325706,0.00217%
267110,0.00217%
308356,0.00217%
271473,0.00217%
20425,0.00217%
332085,0.00217%
57502,0.00217%
323520,0.00217%
308923,0.00217%
56012,0.00217%
319259,0.00217%
16293,0.00217%
26022,0.00217%
323586,0.00217%
16935,0.00217%
32940,0.00217%
269850,0.00217%
61900,0.00217%
302556,0.00217%
315364,0.00217%
308694,0.00217%
15548,0.00217%
329097,0.00217%
328056,0.00217%
19635,0.00217%
22763,0.00217%
312759,0.00217%
55860,0.00217%
332256,0.00217%
16181,0.00217%
315409,0.00217%
64325,0.00217%
28469,0.00217%
15628,0.00217%
323785,0.00217%
25448,0.00217%
301756,0.00217%
267813,0.00217%
306069,0.00217%
330921,0.00217%
308623,0.00217%
267153,0.00217%
28700,0.00217%
57493,0.00217%
306630,0.00217%
15631,0.00217%
319977,0.00217%
332486,0.00217%
326681,0.00217%
62952,0.00217%
305236,0.00217%
313048,0.00217%
313710,0.00217%
326811,0.00217%
320164,0.00217%
329143,0.00217%
331144,0.00217%
