CODCLI
302501
30491
270023
57905
24659
266943
57439
305985
327919
21970
61775
295300
21091
14051
319011
25050
328785
266761
13699
14136
13550
62983
326507
307757
21729
267245
317746
16257
317603
17879
3173
306348
329907
63058
309793
314262
61518
24912
318784
64119
307216
318292
319615
307429
320120
319167
13953
13855
308802
310093
14007
64938
30498
18662
312144
58156
325509
326176
309781
33814
312888
307717
325967
328726
326471
13952
331620
309802
153
271395
14619
24816
65072
17166
305602
270331
305657
309591
57593
317854
64396
4155
302345
321033
271643
266686
306051
270785
317869
319578
323537
323625
61557
14566
320269
266942
13486
318773
308061
325113
17189
58421
17296
307947
308750
305735
57407
314892
324509
324722
316515
17555
305890
328922
301354
320233
324439
270146
64102
317543
315378
312539
13693
63759
319044
12505
309409
319616
6465
319291
13487
32419
308268
317503
319322
58089
326476
318356
317793
63870
267424
62086
307573
17484
327178
313050
324473
26020
308941
325540
267934
308170
328587
4057
324890
316432
16400
25870
61620
18558
33045
13843
16410
14333
20328
332796
301453
306017
326086
332989
330558
332762
16804
25094
309063
57916
295164
318705
326308
2808
333644
315454
19300
317198
268432
312929
64222
325131
333004
310519
307535
33293
64569
318566
33231
16422
310678
318776
16540
59420
16519
318527
314393
314939
16479
16057
316679
314003
303370
309832
267925
324866
325082
14325
321252
62274
327810
327140
330824
32855
266778
24689
317695
315150
16877
332379
315406
316562
311904
16274
323619
56307
321354
331871
59741
18889
318131
320364
15909
305482
333716
13760
332350
17545
324559
62137
270010
17027
55791
13220
318201
312416
305878
15805
317293
13330
19038
318358
58205
58370
16003
59781
61966
16791
317623
319708
319094
267593
306625
318344
178
57551
25559
320345
315531
321076
63956
18060
55900
21149
323820
18084
324150
32976
312623
319789
306723
26125
323891
61824
64981
17777
326232
62455
266734
307840
65117
321075
266970
318400
308630
326950
307539
267709
21396
301673
269674
325135
302020
321146
57657
307707
324297
318587
2819
12160
306406
307872
317120
320224
2667
312802
330408
326923
327598
12076
313996
20997
268405
328958
21037
331134
329925
269703
3818
331889
24564
271558
24794
316516
320700
21683
55358
328427
329290
325891
267415
15693
33403
422
33349
329521
309456
322970
331386
20061
22674
315204
333273
317131
269457
309465
267951
323836
308907
302725
3734
267483
332888
15845
334064
313566
313117
333914
12515
16193
55868
309822
63909
18058
12339
309003
57523
317590
317795
302141
314897
316593
57413
307181
21085
317901
301890
270040
63339
310751
33068
18742
308828
2690
20790
62851
311930
17290
314854
16352
58309
61454
14411
17964
17591
55745
267775
320054
317808
58535
59921
270365
25943
20193
3973
301920
12271
25144
16350
325433
315022
266913
20122
17371
19359
20457
12990
22473
325640
323610
19135
308773
266698
318956
26246
25881
329419
268203
328716
315110
20479
311929
62724
307965
317749
307914
26253
21618
17137
63560
17448
20400
310071
303349
308997
332709
22608
270186
28448
330236
63376
267475
22800
301286
18879
302085
325410
16098
55941
16012
19369
24887
56032
32877
24946
26183
313116
2975
24548
2308
14017
271023
317181
295239
301389
3655
64341
18381
302539
32567
312448
6805
266795
301569
317871
17925
305664
61858
310503
316463
13263
58493
17302
305952
309595
13247
306329
302430
61397
63481
63069
13643
58125
266960
22671
319043
319010
314397
21058
269596
310301
315917
307334
3933
55566
307645
64776
64539
15930
16212
18185
17082
22284
306472
16384
301667
59567
19333
62058
32356
307532
20784
13697
64914
22814
33541
310545
267236
302583
306852
324001
64670
309078
25344
312272
315333
308716
7044
309032
6695
20466
12031
25227
269998
13950
270781
315262
13645
20256
325025
317824
11841
325222
268159
63739
15829
325124
318632
16176
3038
57504
14615
319819
308180
20660
314497
21723
17413
57445
309188
321447
303289
271067
17550
28569
55714
55527
63392
267570
19171
2669
14214
327486
303236
17045
21907
15598
327689
15883
2716
14381
28514
28521
318813
17459
270717
64311
65158
55802
19852
16259
13452
329817
17350
17261
315391
271187
14221
314995
13390
17204
306769
302168
32898
25139
21128
18569
16076
310333
330536
307709
16041
302558
312736
318538
62280
21195
19787
63700
321171
16715
64289
324268
267715
18364
16374
301955
306144
317792
301796
17990
32801
58307
63002
17253
270072
17477
135
309459
61364
59507
307116
25369
310223
318179
313580
306708
22558
61693
271673
62991
19452
301252
312634
14495
306486
22622
61533
33804
13943
306403
64449
267285
271278
17891
57867
309435
269971
63001
16868
312436
25150
17755
25847
24566
65106
305832
309198
313344
319201
19873
25970
13411
319370
15670
14425
313916
15677
28391
318503
319626
13734
28502
267860
13618
309196
15728
20
14158
26158
305456
307493
55702
319891
14231
319952
268378
9413
16127
316921
320124
309815
313502
318202
320186
25129
416
309325
62031
11782
14201
301883
22048
309593
295190
19738
17522
308718
309168
308916
14622
316005
309092
24913
58234
13520
21594
305586
320750
321178
319881
320807
21423
268327
15618
320905
312616
32892
312589
312397
319505
2163
64031
57851
12604
321339
320471
318750
267705
314004
16632
17468
313529
315959
20762
21896
317776
25257
22764
324118
319885
305376
324401
19332
319720
28364
55679
324740
312390
61616
321217
315089
55635
268212
270208
314238
319209
314553
324803
325285
325498
25716
317085
17934
267961
22801
17747
271004
307963
267896
13629
64161
16417
21105
26294
32557
17961
326326
56308
48
58062
17756
33817
32896
57597
58174
313867
313169
318350
64441
269855
558
318758
19040
325573
318491
313880
33534
271461
266419
314214
20245
317246
