CODCLI,ESPECIE,PORTE,IDADE,REPRESENTACAO
20611,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00341%
312419,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00077%
332304,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00170%
13605,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00139%
62743,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00062%
329815,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00356%
65123,CAES,SEM PORTE,FILHOTE|ADULTO|SENIOR,0.00093%
316463,CAES,SEM PORTE,SEM IDADE,0.00186%
11844,CAES,SEM PORTE,SEM IDADE,0.00139%
324902,CAES,SEM PORTE,SEM IDADE,0.00248%
12162,CAES,SEM PORTE,SEM IDADE,0.00062%
57763,CAES|GATOS,GRANDE,ADULTO,0.00077%
324247,CAES|GATOS,GRANDE,ADULTO|SENIOR,0.00046%
327824,CAES|GATOS,GRANDE,ADULTO|SENIOR,0.00077%
323511,CAES|GATOS,GRANDE,ADULTO|SENIOR,0.00031%
17165,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00186%
319007,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00077%
270905,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00062%
316689,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00062%
20131,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00046%
323590,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00046%
305604,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00046%
315297,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00046%
33569,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
314768,CAES|GATOS,GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
331637,CAES|GATOS,GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00046%
325790,CAES|GATOS,MEDIO,FILHOTE|ADULTO|SENIOR,0.00046%
305590,CAES|GATOS,MEDIO,FILHOTE|ADULTO|SENIOR,0.00062%
320079,CAES|GATOS,MEDIO,FILHOTE|ADULTO|SENIOR,0.00046%
18032,CAES|GATOS,MEDIO|GRANDE,ADULTO,0.00186%
310363,CAES|GATOS,MEDIO|GRANDE,ADULTO,0.00046%
334066,CAES|GATOS,MEDIO|GRANDE,ADULTO,0.00046%
18091,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00077%
307674,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
20718,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00124%
318945,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
324987,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
324494,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
327680,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00062%
332547,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
332799,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
61728,CAES|GATOS,MEDIO|GRANDE,ADULTO|SENIOR,0.00046%
321284,CAES|GATOS,MEDIO|GRANDE,FILHOTE,0.00015%
316695,CAES|GATOS,MEDIO|GRANDE,FILHOTE,0.00077%
309303,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00186%
62865,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00186%
310776,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00108%
14552,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00093%
329080,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00077%
323799,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00062%
325412,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00062%
267843,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00062%
320623,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
13770,CAES|GATOS,MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
17677,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
333921,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
309710,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
318015,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
323878,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00062%
322035,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
327616,CAES|GATOS,MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00031%
267217,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00434%
313670,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00356%
329175,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00248%
271317,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00232%
325620,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00201%
15573,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00155%
59971,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00155%
24645,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00124%
325638,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
329508,CAES|GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
328604,CAES|GATOS,PEQUENO,ADULTO,0.00403%
16120,CAES|GATOS,PEQUENO,ADULTO,0.00124%
271244,CAES|GATOS,PEQUENO,ADULTO,0.00077%
331735,CAES|GATOS,PEQUENO,ADULTO,0.00077%
318488,CAES|GATOS,PEQUENO,ADULTO,0.00077%
320133,CAES|GATOS,PEQUENO,ADULTO,0.00077%
324910,CAES|GATOS,PEQUENO,ADULTO,0.00077%
14503,CAES|GATOS,PEQUENO,ADULTO,0.00077%
333250,CAES|GATOS,PEQUENO,ADULTO,0.00046%
329960,CAES|GATOS,PEQUENO,ADULTO,0.00031%
312467,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00139%
325303,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00093%
316428,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00077%
25942,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00046%
333458,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00046%
62127,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00046%
63192,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00046%
319487,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00031%
25195,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00015%
267649,CAES|GATOS,PEQUENO,ADULTO|SENIOR,0.00015%
310757,CAES|GATOS,PEQUENO,FILHOTE,0.00077%
312457,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
329266,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
64162,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
15717,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
19152,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
325300,CAES|GATOS,PEQUENO,FILHOTE,0.00031%
319334,CAES|GATOS,PEQUENO,FILHOTE,0.00015%
331733,CAES|GATOS,PEQUENO,FILHOTE,0.00015%
333477,CAES|GATOS,PEQUENO,FILHOTE,0.00015%
15970,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00774%
308629,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00480%
32530,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00372%
267259,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00356%
329267,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00279%
325843,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00263%
309093,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00248%
327359,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00217%
331227,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00046%
325452,CAES|GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00015%
333531,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00062%
331143,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00062%
30394,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
331141,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
63279,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
320792,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
306066,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
333249,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
331109,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
331277,CAES|GATOS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
62680,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00480%
13396,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00372%
331327,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00325%
306011,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00248%
33050,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00139%
319867,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00124%
333323,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00108%
307300,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00093%
329146,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00015%
328997,CAES|GATOS,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00015%
63771,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00279%
15960,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00248%
331876,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00139%
331266,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00139%
22573,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00124%
308855,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00093%
320933,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00093%
326604,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00077%
333849,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00031%
17347,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00031%
203,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01734%
62754,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01409%
309683,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01347%
62974,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01285%
14425,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01239%
15528,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01223%
13958,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01068%
270787,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.01053%
332440,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
329385,CAES|GATOS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
327555,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00170%
324996,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00232%
319158,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00108%
320228,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00031%
317920,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00062%
267229,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00031%
333979,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00015%
327899,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE,0.00015%
64955,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.05807%
13278,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.03019%
17686,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.02834%
33837,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.02168%
326854,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.01827%
267930,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.01765%
308828,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.01734%
316793,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.01641%
330414,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
21493,CAES|GATOS,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00015%
59574,CAES|GATOS,PEQUENO|MEDIO|GRANDE,SENIOR,0.00248%
16584,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00232%
321272,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00155%
63850,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00108%
331149,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00093%
333628,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00093%
333268,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00093%
56303,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00077%
316900,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00077%
270990,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00031%
330853,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00031%
269910,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00480%
301750,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00465%
301378,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00387%
320663,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00325%
324868,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00201%
319116,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00139%
11573,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00093%
305881,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00077%
333392,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00046%
325032,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO|SENIOR,0.00046%
333914,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00124%
318272,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00108%
324906,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00093%
319738,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00077%
318834,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00077%
332015,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00062%
20199,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00062%
319276,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00062%
17905,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00015%
332971,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE,0.00015%
15728,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.02059%
17306,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01966%
57872,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01905%
61533,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01858%
24898,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01719%
312272,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01703%
14436,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01610%
21090,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.01579%
325686,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
334328,CAES|GATOS,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
57504,CAES|GATOS,SEM PORTE,SEM IDADE,0.00217%
326861,CAES|GATOS,SEM PORTE,SEM IDADE,0.00062%
327589,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00093%
315875,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00201%
61416,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00062%
22065,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00046%
323536,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
327398,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
329980,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
330137,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
330384,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
321024,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
65280,CAES|GATOS|PASSAROS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
18488,CAES|GATOS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00093%
324489,CAES|GATOS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
331675,CAES|GATOS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
333494,CAES|GATOS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
319874,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO,ADULTO|SENIOR,0.00031%
324349,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO,0.00031%
56044,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00062%
331831,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00046%
57983,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
317513,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
324024,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
327407,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
326758,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
331369,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
330611,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
306606,CAES|GATOS|PASSAROS|REPTEIS,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
320265,CAES|GATOS|ROEDORES,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00031%
21614,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00046%
314193,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00712%
305814,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00557%
22012,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00495%
307610,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00325%
306474,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00310%
306852,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00263%
25760,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00186%
332040,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00170%
319298,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
333744,CAES|GATOS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
327588,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO,FILHOTE|ADULTO|SENIOR,0.00031%
333286,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00031%
63814,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
323540,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
325904,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,ADULTO|SENIOR,0.00015%
17817,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00031%
302094,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00046%
331198,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE,FILHOTE|ADULTO|SENIOR,0.00031%
333500,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,ADULTO,0.00031%
17073,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00077%
328189,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00062%
64783,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00046%
318641,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00031%
323795,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00031%
16656,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00031%
328778,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00031%
329746,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00031%
332911,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
309727,CAES|GATOS|REPTEIS|PASSAROS|ROEDORES,PEQUENO|MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00015%
309426,GATOS,MEDIO|GRANDE,ADULTO,0.00046%
22749,GATOS,MEDIO|GRANDE,ADULTO,0.00046%
19388,GATOS,MEDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SENIOR,0.00046%
320542,GATOS,PEQUENO,ADULTO,0.00031%
329114,GATOS,PEQUENO,ADULTO,0.00341%
306471,GATOS,PEQUENO,ADULTO,0.00108%
62241,GATOS,PEQUENO,ADULTO,0.00046%
329243,GATOS,PEQUENO,ADULTO|SENIOR,0.00031%
14461,GATOS,PEQUENO,ADULTO|SENIOR,0.00031%
58079,GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00697%
295221,GATOS,PEQUENO,FILHOTE|ADULTO|SENIOR,0.00279%
