CODCLI,CODPROD,EAN,PRODUTO,ESPECIE,PORTE,IDADE,DEPARTAMENTO,DT_VENDA,QT_VENDA
18596,259319,7898256301353,RAÇÃO SECA GRANVITA HOT DOG PREMIUM SEM CORANTES PARA CÃES ADULTOS CARNE E FRANGO 25 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
2761,259319,7898256301353,RAÇÃO SECA GRANVITA HOT DOG PREMIUM SEM CORANTES PARA CÃES ADULTOS CARNE E FRANGO 25 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
269676,267028,7898256301926,"RAÇÃO SECA GRANVITA QUATREE GOURMET PARA CASTRADOS FRUTOS DO MAR 10,1 KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,3
1,267028,7898256301926,"RAÇÃO SECA GRANVITA QUATREE GOURMET PARA CASTRADOS FRUTOS DO MAR 10,1 KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
15919,261142,7898256301612,RAÇÃO SECA GRANVITA QUATREE GOURMET PARA GATOS ADULTOS MIX CARNES 10KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,259637,7898256301650,"RAÇÃO SECA GRANVITA QUATREE GOURMET PARA GATOS ADULTOS PEIXE 10,1KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,17351,7898923564111,RAÇÃO SECA DOG EXCELLENCE SUPER PREMIUM PARA CÃES SÊNIOR RAÇAS MÉDIAS E GRANDES 15 KG,CÃES,MÉDIO|GRANDE,SÊNIOR,ALIMENTOS,00:00.0,1
1,259542,7898510457598,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI 1 KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
269676,259639,7898256301681,"RAÇÃO SECA GRANVITA QUATREE GOURMET PARA GATOS FILHOTES CARNE E LEITE 10,1KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
313196,261567,7898256301780,RAÇÃO SECA GRANVITA QUATREE LIFE PARA GATOS ADULTOS CASTRADOS SALMÃO 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
307524,261567,7898256301780,RAÇÃO SECA GRANVITA QUATREE LIFE PARA GATOS ADULTOS CASTRADOS SALMÃO 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
307524,259330,7898256301131,RAÇÃO SECA GRANVITA QUATREE LIFE PARA GATOS CASTRADOS FRANGO 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
17743,261995,7898256301803,"RAÇÃO SECA GRANVITA QUATREE LIFE PARA GATOS CASTRADOS SALMÃO 10,1 KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,261959,7908320400148,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES ADULTOS RAÇAS MÉDIAS MIX DE CARNES 10,1 KG",CÃES,MÉDIO,ADULTO,ALIMENTOS,00:00.0,1
20874,261966,7908320400346,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES CASTRADOS RAÇAS MÉDIAS 10,1 KG",CÃES,MÉDIO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
11672,261652,7908320400247,RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES FILHOTES RAÇAS MÉDIAS 15 KG,CÃES,MÉDIO,FILHOTE,ALIMENTOS,00:00.0,1
270433,54482,7908320403187,"RAÇÃO SECA HERCOSUL BIOFRESH PARA GATOS CASTRADOS 1,5KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
16744,261599,7908320400360,RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES SÊNIOR RAÇAS PEQUENAS E MINI 3 KG,CÃES,PEQUENO,SÊNIOR,ALIMENTOS,00:00.0,1
270433,54484,7898510457147,"RAÇÃO SECA HERCOSUL BIOFRESH PARA GATOS FILHOTES 1,5KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
315899,260366,7898510459158,RAÇÃO SECA HERCOSUL PRIMOGATO PREMIUM PARA GATOS FILHOTES FRANGO E LEITE 500 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
55740,259803,7898510457765,RAÇÃO SECA HERCOSUL THREE CATS ORIGINAL PARA GATOS CASTRADOS CARNE 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
302701,259803,7898510457765,RAÇÃO SECA HERCOSUL THREE CATS ORIGINAL PARA GATOS CASTRADOS CARNE 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
15930,260932,7898510457796,RAÇÃO SECA HERCOSUL THREE CATS ORIGINAL PARA GATOS CASTRADOS CARNE 15 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
17697,259570,7898510457734,RAÇÃO SECA HERCOSUL THREE CATS ORIGINAL PARA GATOS FILHOTES CARNE 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,259551,7898510458199,RAÇÃO SECA HERCOSUL THREE CATS SUPER PREMIUM PARA GATOS ADULTOS SALMÃO FRANGO E CARNE 500 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
28551,259554,7898510458113,"RAÇÃO SECA HERCOSUL THREE CATS SUPER PREMIUM PARA GATOS CASTRADOS E BOLAS DE PELOS FRANGO 10,1 KG",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
313196,259555,7898510458212,RAÇÃO SECA HERCOSUL THREE CATS SUPER PREMIUM PARA GATOS CASTRADOS E BOLAS DE PELOS FRANGO 500 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
313300,259565,7898510458014,RAÇÃO SECA HERCOSUL THREE CATS SUPER PREMIUM PARA GATOS FILHOTES FRANGO 3 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,14633,4014633001026,RAÇÃO SECA PREMIATTA CÃES ADULTO CLASSIC 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,14563,4014563001035,RAÇÃO SECA PREMIATTA CÃES ADULTO MINI BITS 1KG GRANEL,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,1
270251,25597,7896029022276,RAÇÃO ÚMIDA PEDIGREE SACHÊ CORDEIRO AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
1,14563,4014563001035,RAÇÃO SECA PREMIATTA CÃES ADULTO MINI BITS 1KG GRANEL,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,3
24899,14563,4014563001035,RAÇÃO SECA PREMIATTA CÃES ADULTO MINI BITS 1KG GRANEL,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,1
18596,14563,4014563001035,RAÇÃO SECA PREMIATTA CÃES ADULTO MINI BITS 1KG GRANEL,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,1
317781,14563,4014563001035,RAÇÃO SECA PREMIATTA CÃES ADULTO MINI BITS 1KG GRANEL,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,3
60032,14837,4014837001037,RAÇÃO SECA PREMIATTA CÃES FILHOTE 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,14837,4014837001037,RAÇÃO SECA PREMIATTA CÃES FILHOTE 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
25580,14837,4014837001037,RAÇÃO SECA PREMIATTA CÃES FILHOTE 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
25580,14837,4014837001037,RAÇÃO SECA PREMIATTA CÃES FILHOTE 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
317776,14837,4014837001037,RAÇÃO SECA PREMIATTA CÃES FILHOTE 1KG GRANEL,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
22211,5973,7898923563480,RAÇÃO SECA DOG EXCELLENCE SUPER PREMIUM ARROZ E FRANGO PARA CÃES ADULTOS RAÇAS PEQUENAS 20 KG CRIADOR,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
28708,55455,7898954792675,RAÇÃO SECA PREMIATTA FABENE PARA GATOS ADULTOS CASTRADO FRANGO E CARNE 10KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,0
33524,55455,7898954792675,RAÇÃO SECA PREMIATTA FABENE PARA GATOS ADULTOS CASTRADO FRANGO E CARNE 10KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
18961,9748,4009748001030,RAÇÃO SECA PREMIATTA FABENE PARA GATOS ADULTOS GRANEL 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
1,9748,4009748001030,RAÇÃO SECA PREMIATTA FABENE PARA GATOS ADULTOS GRANEL 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,4
307215,14145,7897348204220,RAÇÃO SECA PREMIER GOLDEN FÓRMULA PARA CÃES ADULTOS DUO SALMÃO E CORDEIRO 3KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
317782,14145,7897348204220,RAÇÃO SECA PREMIER GOLDEN FÓRMULA PARA CÃES ADULTOS DUO SALMÃO E CORDEIRO 3KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
267274,14145,7897348204220,RAÇÃO SECA PREMIER GOLDEN FÓRMULA PARA CÃES ADULTOS DUO SALMÃO E CORDEIRO 3KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,13936,7897348200741,RAÇÃO SECA PREMIER GOLDEN FÓRMULA PARA CÃES FILHOTES FRANGO 15 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
307841,14278,7897348204657,RAÇÃO SECA PREMIER GOLDEN PARA GATOS ADULTOS CARNE 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
58188,18625,7897348205869,RAÇÃO SECA PREMIER GOLDEN PARA GATOS CASTRADOS CARNE 3 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,18625,7897348205869,RAÇÃO SECA PREMIER GOLDEN PARA GATOS CASTRADOS CARNE 3 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,13975,7897348203490,RAÇÃO SECA PREMIER GOLDEN PARA GATOS CASTRADOS FRANGO 3 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
2647,2642,7897348203711,RAÇÃO SECA PREMIER GOLDEN PARA GATOS CASTRADOS SALMÃO 3 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,259531,7898510457925,RAÇÃO SECA HERCOSUL THREE DOGS SUPER PREMIUM PARA CÃES FILHOTES RAÇAS PEQUENAS E MIMI FRANGO 1KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
1,259745,7897348206880,RAÇÃO SECA PREMIER RAÇAS ESPECÍFICAS BULLDOG FRANCÊS FILHOTE FRANGO 1 KG,CÃES,PEQUENO|MÉDIO,FILHOTE,ALIMENTOS,00:00.0,1
18588,2647,7897348203285,RAÇÃO SECA PREMIER RAÇAS ESPECÍFICAS MALTÊS ADULTO PERU 1 KG,CÃES,PEQUENO|MÉDIO,ADULTO,ALIMENTOS,00:00.0,1
312488,11156,7897348204503,"RAÇÃO SECA PREMIER RAÇAS ESPECÍFICAS SHIH TZU FILHOTE FRANGO 2,5KG",CÃES,PEQUENO|MÉDIO,FILHOTE,ALIMENTOS,00:00.0,1
21646,18310,18310,RAÇÃO SECA ROYAL CANIN PREMIUM CAT VITALIDADE PARA GATOS ADULTOS 1 KG,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
309222,4610,7896181213550,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC 10 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
317753,2042,7896181213581,"RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES OBESITY 1,5KG",CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
308277,259630,7898256300868,RAÇÃO SECA GRANVITA QUATREE SUPREME PARA CÃES FILHOTES RAÇAS PEQUENAS 15 KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
24636,14189,7896181215219,"RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES SATIETY SUPPORT 1,5KG",CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
317752,4583,7896181213604,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES VET URINARY 2KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
1,5856,7896181215684,RAÇÃO SECA ROYAL CANIN X-SMALL PUPPY PARA CÃES FILHOTES 1 KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
32643,259581,7896803077300,RAÇÃO SECA SUPRA ATACAMA PARA CÃES ADULTOS TODAS AS RAÇAS 14 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
302787,259582,7896803078345,RAÇÃO SECA SUPRA ATACAMA PARA CÃES ADULTOS TODAS AS RAÇAS 20 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
12990,259582,7896803078345,RAÇÃO SECA SUPRA ATACAMA PARA CÃES ADULTOS TODAS AS RAÇAS 20 KG,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
306634,259588,7896803074941,"RAÇÃO SECA SUPRA FUNNY BUNNY PARA COELHOS DELÍCIAS DA HORTA 1,8KG",ROEDORES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
15674,17347,7898923564104,RAÇÃO SECA DOG EXCELLENCE SUPER PREMIUM PARA CÃES LIGHT RAÇAS MÉDIAS E GRANDES 15 KG,CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
317757,259588,7896803074941,"RAÇÃO SECA SUPRA FUNNY BUNNY PARA COELHOS DELÍCIAS DA HORTA 1,8KG",ROEDORES,PEQUENO|MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,266313,736532730558,RAÇÃO SR SUPER FOGUINHO COM INSETOS 180G,PÁSSAROS,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
33766,266150,7896273808800,"RAÇÃO UMIDA KELCAT PEIXE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
69,266150,7896273808800,"RAÇÃO UMIDA KELCAT PEIXE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,9
307475,266150,7896273808800,"RAÇÃO UMIDA KELCAT PEIXE, ERVILHA E CENOURA 85G",GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,3
21904,260953,7896029017623,RAÇÃO ÚMIDA CESAR SACHÊ PARA CÃES ADULTOS CORDEIRO ASSADO 85 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
15909,260954,7896029017593,RAÇÃO ÚMIDA CESAR SACHÊ PARA CÃES ADULTOS FILLET MIGNON 85 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
16900,266105,7908320400322,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES CASTRADOS RAÇAS PEQUENAS E MINI 10,1KG",CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
269702,261962,7908320400933,RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES CASTRADOS RAÇAS PEQUENAS E MINI 1KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
7189,267117,4267117001030,RAÇÃO ÚMIDA CONGELADA PET EAT FRANGUINHO DA FAZENDA 200G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
7189,267117,4267117001030,RAÇÃO ÚMIDA CONGELADA PET EAT FRANGUINHO DA FAZENDA 200G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
7189,267116,4267116001031,RAÇÃO ÚMIDA CONGELADA PET EAT GUISADINHO SUINO 200G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
7189,267116,4267116001031,RAÇÃO ÚMIDA CONGELADA PET EAT GUISADINHO SUINO 200G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,56114,7896780807464,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES BABY 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
1,17757,7896780807884,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA CARNE 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,3
270146,17757,7896780807884,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA CARNE 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
69,17757,7896780807884,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA CARNE 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,9
1,17757,7896780807884,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA CARNE 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
3001,17757,7896780807884,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA CARNE 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,10
1,17756,7896780807891,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA GRANJA 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
270146,17756,7896780807891,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA GRANJA 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
59611,17756,7896780807891,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA GRANJA 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,4
3001,17756,7896780807891,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DA GRANJA 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
1,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
1,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
15909,54475,7897348206002,RAÇÃO SECA PREMIER NUTRIÇÃO CLÍNICA PARA CÃES DIABETES RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
270146,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,267247,7897348207351,"RAÇÃO SECA PREMIER NUTRIÇÃO CLÍNICA PARA CÃES HIPOALERGÊNICA RAÇAS  MÉDIAS E GRANDES CORDEIRO 10,1KG",CÃES,MÉDIO|GRANDE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
302628,261655,7908320400117,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI 10,1KG",CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
317763,266102,7897348207306,RAÇÃO SECA PREMIER NUTRIÇÃO CLÍNICA PARA CÃES HIPOALERGÊNICA RAÇAS PEQUENAS PROTEINA HIDROLISADA E MANDIOCA 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
20474,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,3
317753,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
18964,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
1,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
24636,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
3001,17755,7896780807907,RAÇÃO ÚMIDA GATITUS SACHÊ SABORES DO MAR 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
1,258412,7908320400049,RAÇÃO ÚMIDA HERCOSUL PRIMOCÃO SACHÊ PARA CÃES ADULTO CARNE 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,6
59562,259542,7898510457598,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI 1 KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
21896,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
266549,15188,7896181216452,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES HYPOALLERGENIC SMALL RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
64234,258421,7908320400032,RAÇÃO ÚMIDA HERCOSUL PRIMOGATO SACHÊ PARA GATOS FILHOTES PERU E FRANGO 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,10
11681,11313,7896181218364,"RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES SATIETY SMALL DOG RAÇAS PEQUENAS 1,5KG",CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,54695,7895104544344,RAÇÃO ÚMIDA HERCOSUL THREE CATS SUPER PREMIUM PATÊ PARA GATOS ADULTOS BABY 90G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
