CODCLI,CODPROD,EAN,PRODUTO,ESPECIE,PORTE,IDADE,DEPARTAMENTO,DT_VENDA,QT_VENDA
1,261242,7908320401268,RAÇÃO ÚMIDA HERCOSUL THREE CATS SUPER PREMIUM PATÊ PARA GATOS FILHOTE FRANGO 90 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
18418,19218,7896181298083,RAÇÃO SECA ROYAL CANIN VETERINARY PARA CÃES URINARY SMALL DOG RAÇAS PEQUENAS 2 KG,CÃES,PEQUENO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
18889,261451,7898510459257,RAÇÃO ÚMIDA HERCOSUL THREE DOGS ORIGINAL SACHÊ FILHOTES CARNE 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
21683,261231,7908320401381,RAÇÃO ÚMIDA HERCOSUL THREE DOGS SUPER PREMIUM PATÊ PARA CÃES ADULTOS CARNE E CENOURA 150 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
65243,261228,7908320401411,RAÇÃO ÚMIDA HERCOSUL THREE DOGS SUPER PREMIUM PATÊ PARA CÃES ADULTOS CORDEIRO 150 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
21683,261228,7908320401411,RAÇÃO ÚMIDA HERCOSUL THREE DOGS SUPER PREMIUM PATÊ PARA CÃES ADULTOS CORDEIRO 150 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,261244,7908320401350,RAÇÃO ÚMIDA HERCOSUL THREE DOGS SUPER PREMIUM PATÊ PARA CÃES FILHOTES FRANGO 150 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
69,266148,7896273808817,RAÇÃO ÚMIDA KELCO KELCAT SACHÊ FRANGO BROCOLIS E LINHACA PARA GATOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,266148,7896273808817,RAÇÃO ÚMIDA KELCO KELCAT SACHÊ FRANGO BROCOLIS E LINHACA PARA GATOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
307475,266148,7896273808817,RAÇÃO ÚMIDA KELCO KELCAT SACHÊ FRANGO BROCOLIS E LINHACA PARA GATOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
58078,266140,7896273808763,RAÇÃO ÚMIDA KELCO KELDOG SACHÊ CARNE ERVILHA E CENOURA PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,8
58078,266144,7896273808770,RAÇÃO ÚMIDA KELCO KELDOG SACHÊ FRANGO ERVILHA E CENOURA  PARA CÃES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,7
1,261690,7898959761010,RAÇÃO ÚMIDA LIVELONG PATÊ DE CARNE COM BATATA DOCE PARA CÃES 300 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,2
1,261701,7898959761119,RAÇÃO ÚMIDA LIVELONG PATÊ DE PATO COM BATATA DOCE PARA CÃES 300 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
317521,53834,7891000244074,RAÇÃO ÚMIDA NESTLÊ PURINA CAT CHOW SACHÊ FRANGO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
55740,53833,7891000244036,RAÇÃO ÚMIDA NESTLÊ PURINA CAT CHOW SACHÊ PEIXE AO MOLHO PARA GATOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
308277,259630,7898256300868,RAÇÃO SECA GRANVITA QUATREE SUPREME PARA CÃES FILHOTES RAÇAS PEQUENAS 15 KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
270251,17192,7896029022245,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
270251,2099,7896029022269,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
270251,25597,7896029022276,RAÇÃO ÚMIDA PEDIGREE SACHÊ CORDEIRO AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
21904,55846,7896029016596,RAÇÃO ÚMIDA OPTIMUM SACHÊ CÃES FILHOTE FRANGO 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
18889,55846,7896029016596,RAÇÃO ÚMIDA OPTIMUM SACHÊ CÃES FILHOTE FRANGO 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
1,55842,7896029018231,RAÇÃO ÚMIDA OPTIMUM SACHÊ GATO ADULTO CASTRADO FRANGO 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,20
13555,55842,7896029018231,RAÇÃO ÚMIDA OPTIMUM SACHÊ GATO ADULTO CASTRADO FRANGO 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,3
1,154,7896029079508,RAÇÃO ÚMIDA PEDIGREE LATA PATÊ CARNE PARA CÃES ADULTOS 280 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,4
1,154,7896029079508,RAÇÃO ÚMIDA PEDIGREE LATA PATÊ CARNE PARA CÃES ADULTOS 280 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,154,7896029079508,RAÇÃO ÚMIDA PEDIGREE LATA PATÊ CARNE PARA CÃES ADULTOS 280 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
267063,261587,7908320400209,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES FILHOTES RAÇAS PEQUENAS & MINI 10,1 KG",CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
55795,2529,7896029079546,RAÇÃO ÚMIDA PEDIGREE LATA PATÊ FRANGO PARA CÃES ADULTOS 280 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,10
1,7025,7896029025963,RAÇÃO ÚMIDA PEDIGREE LATA PEDAÇOS DE FRANGO AO MOLHO PARA CÃES ADULTOS 280 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
15971,17190,7896029014981,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO 7+ PARA CÃES SÊNIOR 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,3
15971,17190,7896029014981,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO 7+ PARA CÃES SÊNIOR 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,1
11545,17190,7896029014981,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO 7+ PARA CÃES SÊNIOR 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,2
1,261450,7898510457697,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES FILHOTES RAÇAS PEQUENAS E MINI 15 KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
266676,17190,7896029014981,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO 7+ PARA CÃES SÊNIOR 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,1
32852,2035,7896029018958,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,3
302238,2035,7896029018958,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
55740,2035,7896029018958,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
313380,2035,7896029018958,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,4
17697,2035,7896029018958,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,6
1,17848,7896029015001,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
306716,10372,7898939789546,RAÇÃO SECA PREMIATTA CLASSIC PARA CÃES ADULTOS DE PORTE PEQUENO E MINI SABOR FRANGO 15KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
266676,17848,7896029015001,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
19245,258409,7898510457581,RAÇÃO SECA HERCOSUL THREE DOGS PREMIUM ESPECIAL ORIGINAL PARA CÃES ADULTOS RAÇAS MÉDIAS E GRANDES 20 KG,CÃES,MÉDIO|GRANDE,ADULTO,ALIMENTOS,00:00.0,1
1,17848,7896029015001,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,17848,7896029015001,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
32852,54017,7896029019009,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,3
7189,54017,7896029019009,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
302238,54017,7896029019009,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
17697,54017,7896029019009,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES ADULTOS 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,6
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
306201,259324,7898256301452,RAÇÃO SECA GRANVITA QUATREE LIFE PARA CÃES ADULTOS RAÇAS PEQUENAS 3 KG,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
266676,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
1,74,7896029022252,RAÇÃO ÚMIDA PEDIGREE SACHÊ FRANGO AO MOLHO PARA CÃES FILHOTES 100 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
22161,259931,7898948410134,RAÇÃO ÚMIDA PET DELÍCIA LATA CACAROLINHA DE CARNE PARA CÃES 320 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
311863,259937,7898948410202,RAÇÃO ÚMIDA PET DELÍCIA NATURAL LATA PICADINHO DE CARNE PARA GATO 320 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
57885,54092,7897348200499,RAÇÃO ÚMIDA PREMIER GOURMET SACHÊ PARA GATOS CASTRADOS ATUM  E ARROZ INTEGRAL 70 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
57885,54093,7897348200512,RAÇÃO ÚMIDA PREMIER GOURMET SACHÊ PARA GATOS CASTRADOS FRANGO E ARROZ INTEGRAL 70 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,5
16947,261593,7908320400094,"RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES ADULTOS RAÇAS PEQUENAS E MINIS MIX DE CARNES, FRUTAS, LEGUMES E ERVAS 1KG",CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,1
15611,1530,7896181213970,RAÇÃO ÚMIDA ROYAL CANIN PATÊ RECOVERY PARA CÃES E GATOS 195 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
17916,1530,7896181213970,RAÇÃO ÚMIDA ROYAL CANIN PATÊ RECOVERY PARA CÃES E GATOS 195 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,4
56261,1530,7896181213970,RAÇÃO ÚMIDA ROYAL CANIN PATÊ RECOVERY PARA CÃES E GATOS 195 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,3
312942,266166,7908248300551,RAÇÃO ÚMIDA ROYAL CANIN SACHÊ RAÇAS ESPECÍFICAS  SHIH TZU PARA CÃES 85 G,CÃES,PEQUENO|MÉDIO,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
266549,11270,7896181217459,RAÇÃO ÚMIDA ROYAL CANIN VETERINARY PATÊ HYPOALLERGENIC PARA CÃES 200 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,1
1,14274,7896181217466,RAÇÃO ÚMIDA ROYAL CANIN VETERINARY PATÊ HYPOALLERGENIC PARA CÃES 400 G,CÃES,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE|ADULTO|SÊNIOR,ALIMENTOS,00:00.0,4
57885,260955,7896029017630,RAÇÃO ÚMIDA SHEBA SACHÊ PARA GATOS ADULTOS FRANGO 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,10
18547,14292,7896029072615,RAÇÃO ÚMIDA WHISKAS LATA ATUM AO MOLHO PARA GATOS ADULTOS 290 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
18547,158,7896029079607,RAÇÃO ÚMIDA WHISKAS LATA PATÊ ATUM PARA GATOS ADULTOS 290 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
18547,157,7896029079447,RAÇÃO ÚMIDA WHISKAS LATA PATÊ CARNE PARA GATOS ADULTOS 290 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
317521,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
19642,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
16299,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,5
18782,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
16299,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
62006,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
18811,996,7896029046562,RAÇÃO ÚMIDA WHISKAS SACHÊ ATUM AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
312760,13191,13191,RAÇÃO SECA HERCOSUL BIOFRESH PARA CÃES FILHOTES RAÇAS PEQUENAS E MINI 1KG,CÃES,PEQUENO,FILHOTE,ALIMENTOS,00:00.0,1
270984,346,7896029046609,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,30
18782,346,7896029046609,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,346,7896029046609,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,4
302628,346,7896029046609,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
302628,346,7896029046609,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,9
17911,17650,7896029046623,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,4
16299,17650,7896029046623,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
270380,17650,7896029046623,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS ADULTOS CASTRADOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,1718,7896029047101,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
16402,1718,7896029047101,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
19642,17876,7896029047316,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS SÊNIOR 7+ 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,1
16480,17876,7896029047316,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE AO MOLHO PARA GATOS SÊNIOR 7+ 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,SÊNIOR,ALIMENTOS,00:00.0,3
16299,13315,7896029046616,RAÇÃO ÚMIDA WHISKAS SACHÊ CARNE JELLY PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,5
303293,1483,7896029046197,RAÇÃO ÚMIDA WHISKAS SACHÊ CORDEIRO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,1483,7896029046197,RAÇÃO ÚMIDA WHISKAS SACHÊ CORDEIRO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
317521,1483,7896029046197,RAÇÃO ÚMIDA WHISKAS SACHÊ CORDEIRO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,2
317781,17192,7896029022245,RAÇÃO ÚMIDA PEDIGREE SACHÊ CARNE AO MOLHO PARA CÃES ADULTOS RAÇAS PEQUENAS 100 G,CÃES,PEQUENO,ADULTO,ALIMENTOS,00:00.0,3
20053,2466,7898923563152,RAÇÃO SECA DOG EXCELLENCE PARA CÃES ADULTOS RAÇAS GRANDES CARNE 15 KG,CÃES,GRANDE,ADULTO,ALIMENTOS,00:00.0,1
270380,1483,7896029046197,RAÇÃO ÚMIDA WHISKAS SACHÊ CORDEIRO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
1,1483,7896029046197,RAÇÃO ÚMIDA WHISKAS SACHÊ CORDEIRO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
24702,1189,7896029046173,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
270380,1189,7896029046173,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
21457,1189,7896029046173,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS ADULTOS 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,ADULTO,ALIMENTOS,00:00.0,1
315899,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
1,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,1
317771,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,5
302142,2455,7898923563428,RAÇÃO SECA DOG EXCELLENCE SUPER PREMIUM PARA CÃES ADULTOS RAÇAS GRANDES FRANGO 15 KG,CÃES,GRANDE,ADULTO,ALIMENTOS,00:00.0,1
61516,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,8
1,1128,7896029047279,RAÇÃO ÚMIDA WHISKAS SACHÊ FRANGO AO MOLHO PARA GATOS FILHOTES 85 G,GATOS,PEQUENO|MÉDIO|GRANDE|GIGANTE,FILHOTE,ALIMENTOS,00:00.0,2
